satelite,municipio,estado,numero_dias_sem_chuva,precipitacao,bioma,frp
NOAA-20,BRASNORTE,MATO GROSSO,7.0,0.0,Cerrado,1.4
NOAA-20,CHAPADÃO DO SUL,MATO GROSSO DO SUL,11.0,0.0,Cerrado,0.7
NOAA-20,CORONEL SAPUCAIA,MATO GROSSO DO SUL,7.0,0.0,Mata Atlântica,1.3
NOAA-20,MUÇUM,RIO GRANDE DO SUL,7.0,2.79,Mata Atlântica,0.9
NOAA-21,JUARA,MATO GROSSO,7.0,0.0,Amazônia,0.7
NOAA-21,SANTA MARIA DAS BARREIRAS,PARÁ,9.0,0.0,Amazônia,3.0
NOAA-21,BRASNORTE,MATO GROSSO,3.0,0.0,Amazônia,0.7
NOAA-21,CASSILÂNDIA,MATO GROSSO DO SUL,6.0,0.0,Cerrado,1.6
NPP-375D,PORTO VELHO,RONDÔNIA,2.0,0.0,Amazônia,1.2
NPP-375D,COMODORO,MATO GROSSO,3.0,0.0,Cerrado,1.5
NPP-375D,SÃO JOSÉ DO RIO CLARO,MATO GROSSO,17.0,0.0,Cerrado,5.5
AQUA_M-M,SÃO JOSÉ DO RIO CLARO,MATO GROSSO,17.0,0.0,Cerrado,18.7
GOES-19,SANDOLÂNDIA,TOCANTINS,15.0,0.0,Cerrado,147.0
GOES-19,NOVA MARINGÁ,MATO GROSSO,14.0,0.0,Amazônia,268.0
GOES-19,SANDOLÂNDIA,TOCANTINS,15.0,0.0,Cerrado,211.1
GOES-19,NOVA MARINGÁ,MATO GROSSO,13.0,0.0,Amazônia,94.7
GOES-19,SANDOLÂNDIA,TOCANTINS,15.0,0.0,Cerrado,203.7
GOES-19,NOVA MARINGÁ,MATO GROSSO,13.0,0.0,Amazônia,80.4
GOES-19,SANDOLÂNDIA,TOCANTINS,15.0,0.0,Cerrado,132.1
GOES-19,ORINDIÚVA,SÃO PAULO,5.0,0.0,Mata Atlântica,73.9
NOAA-20,FLORIANO,PIAUÍ,5.0,0.3,Caatinga,5.1
NOAA-20,LAGOA DO MATO,MARANHÃO,10.0,0.0,Cerrado,8.5
GOES-19,PIUM,TOCANTINS,12.0,0.0,Cerrado,65.0
GOES-19,CAROLINA,MARANHÃO,7.0,0.0,Cerrado,97.3
GOES-19,PIUM,TOCANTINS,6.0,0.0,Cerrado,53.0
NOAA-21,OLHOS-D'ÁGUA,MINAS GERAIS,17.0,0.0,Cerrado,4.5
NOAA-21,CRISTALINA,GOIÁS,18.0,0.0,Cerrado,23.0
NOAA-21,PATROCÍNIO,MINAS GERAIS,12.0,0.0,Cerrado,8.1
NOAA-21,JARINU,SÃO PAULO,6.0,0.0,Mata Atlântica,4.1
NOAA-21,FORMOSO DO ARAGUAIA,TOCANTINS,15.0,0.0,Cerrado,20.5
NOAA-21,SANDOLÂNDIA,TOCANTINS,15.0,0.0,Cerrado,22.4
NOAA-21,LAGOA DA CONFUSÃO,TOCANTINS,9.0,0.0,Cerrado,5.7
NOAA-21,JUSSARA,GOIÁS,14.0,0.0,Cerrado,2.8
NOAA-21,CHAPADA DA NATIVIDADE,TOCANTINS,15.0,0.0,Cerrado,10.3
NOAA-21,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,14.0,0.43,Amazônia,4.5
NOAA-21,LAGOA DA CONFUSÃO,TOCANTINS,11.0,0.0,Cerrado,4.4
NOAA-21,LIZARDA,TOCANTINS,15.0,0.0,Cerrado,7.0
NOAA-21,UNIÃO DO SUL,MATO GROSSO,7.0,0.0,Amazônia,9.4
NOAA-21,SANTA FILOMENA,PIAUÍ,12.0,0.0,Cerrado,8.0
NOAA-21,RIACHÃO,MARANHÃO,11.0,0.0,Cerrado,9.8
NOAA-21,LIZARDA,TOCANTINS,15.0,0.0,Cerrado,6.7
NOAA-21,BALSAS,MARANHÃO,16.0,0.0,Cerrado,7.6
NOAA-21,ITACAJÁ,TOCANTINS,11.0,0.0,Cerrado,3.6
NOAA-21,TUNTUM,MARANHÃO,4.0,0.0,Cerrado,2.9
NOAA-21,ESTREITO,MARANHÃO,6.0,0.0,Cerrado,8.1
NOAA-21,CAROLINA,MARANHÃO,7.0,0.0,Cerrado,3.3
NOAA-21,ITAUEIRA,PIAUÍ,6.0,0.0,Cerrado,4.7
NPP-375,ITAMOGI,MINAS GERAIS,12.0,0.0,Cerrado,1.8
NPP-375,SABINO,SÃO PAULO,7.0,0.0,Mata Atlântica,1.9
NPP-375,ITAGUAÍ,RIO DE JANEIRO,6.0,0.0,Mata Atlântica,1.7
NPP-375,SUMARÉ,SÃO PAULO,6.0,0.0,Mata Atlântica,2.9
NPP-375,SANDOLÂNDIA,TOCANTINS,15.0,0.0,Cerrado,5.9
NPP-375,FORMOSO DO ARAGUAIA,TOCANTINS,15.0,0.0,Cerrado,61.4
NPP-375,BURITIZEIRO,MINAS GERAIS,18.0,0.0,Cerrado,8.2
NPP-375,RIACHO DOS MACHADOS,MINAS GERAIS,16.0,0.0,Cerrado,4.0
NPP-375,SANDOLÂNDIA,TOCANTINS,15.0,0.0,Cerrado,6.0
NPP-375,BALSAS,MARANHÃO,11.0,0.0,Cerrado,3.9
NPP-375,LUCIARA,MATO GROSSO,11.0,0.0,Cerrado,4.0
NPP-375,HUMBERTO DE CAMPOS,MARANHÃO,0.0,0.58,Cerrado,2.7
NPP-375,RIO SONO,TOCANTINS,13.0,0.0,Cerrado,21.5
NPP-375,REDENÇÃO DO GURGUÉIA,PIAUÍ,15.0,0.0,Cerrado,5.5
NPP-375,ITACAJÁ,TOCANTINS,11.0,0.0,Cerrado,6.4
NPP-375,CAMPOS LINDOS,TOCANTINS,7.0,0.0,Cerrado,3.1
NPP-375,NOVA MARINGÁ,MATO GROSSO,13.0,0.0,Amazônia,12.3
NPP-375,DOM PEDRO,MARANHÃO,6.0,0.0,Cerrado,5.5
NPP-375,VILA RICA,MATO GROSSO,10.0,0.0,Amazônia,1.8
NOAA-20,ITAÍ,SÃO PAULO,7.0,0.0,Cerrado,10.8
NOAA-20,MANDIRITUBA,PARANÁ,7.0,0.2,Mata Atlântica,4.4
NOAA-20,TUIUTI,SÃO PAULO,4.0,0.0,Mata Atlântica,36.3
NOAA-20,TIBAGI,PARANÁ,7.0,0.0,Mata Atlântica,9.9
NOAA-20,SÃO GABRIEL DO OESTE,MATO GROSSO DO SUL,7.0,0.0,Cerrado,13.0
NOAA-20,MUCUGÊ,BAHIA,8.0,0.0,Caatinga,41.3
NOAA-20,MATRINCHÃ,GOIÁS,14.0,0.0,Cerrado,8.2
NOAA-20,GAÚCHA DO NORTE,MATO GROSSO,14.0,0.0,Amazônia,4.2
NOAA-20,TUCUMÃ,PARÁ,5.0,0.0,Amazônia,4.5
NOAA-20,UNIÃO DO SUL,MATO GROSSO,5.0,0.0,Amazônia,6.6
NOAA-20,NATIVIDADE,TOCANTINS,15.0,0.0,Cerrado,23.1
NOAA-20,UNIÃO DO SUL,MATO GROSSO,5.0,0.0,Amazônia,9.8
NOAA-20,ESTREITO,MARANHÃO,6.0,0.0,Cerrado,2.7
NOAA-20,PORTO NACIONAL,TOCANTINS,4.0,2.4,Cerrado,9.6
NOAA-20,GUADALUPE,PIAUÍ,4.0,1.71,Cerrado,8.8
NOAA-20,BALSAS,MARANHÃO,13.0,0.0,Cerrado,4.3
NOAA-20,SANDOLÂNDIA,TOCANTINS,15.0,0.0,Cerrado,3.7
NOAA-20,PIUM,TOCANTINS,8.0,0.0,Cerrado,3.3
AQUA_M-T,MATEIROS,TOCANTINS,16.0,0.0,Cerrado,23.6
NOAA-21,CORUMBÁ,MATO GROSSO DO SUL,7.0,0.0,Pantanal,13.1
NOAA-21,NOVA MARINGÁ,MATO GROSSO,13.0,0.0,Amazônia,6.4
NOAA-21,TANGARÁ DA SERRA,MATO GROSSO,2.0,0.0,Cerrado,6.9
NOAA-21,NOVA BANDEIRANTES,MATO GROSSO,5.0,0.0,Amazônia,1.1
AQUA_M-T,ITAQUI,RIO GRANDE DO SUL,0.0,0.4,Pampa,5.3
GOES-19,FELIZ NATAL,MATO GROSSO,17.0,0.0,Amazônia,57.8
GOES-19,ESTREITO,MARANHÃO,11.0,0.0,Cerrado,247.1
GOES-19,ESTREITO,MARANHÃO,12.0,0.0,Cerrado,188.9
GOES-19,SUCUPIRA,TOCANTINS,16.0,0.0,Cerrado,83.3
GOES-19,PALMAS DE MONTE ALTO,BAHIA,16.0,0.0,Cerrado,71.4
GOES-19,BONITO,MATO GROSSO DO SUL,7.0,0.0,Cerrado,69.1
GOES-19,BONITO,MATO GROSSO DO SUL,7.0,0.0,Cerrado,60.5
GOES-19,OEIRAS,PIAUÍ,24.0,0.0,Caatinga,56.0
GOES-19,BONITO,MATO GROSSO DO SUL,8.0,0.0,Cerrado,61.4
NOAA-21,BENEDITO LEITE,MARANHÃO,6.0,0.0,Cerrado,2.7
NOAA-21,VÁRZEA DA PALMA,MINAS GERAIS,18.0,0.0,Cerrado,1.8
NPP-375D,FLORIANO,PIAUÍ,6.0,0.0,Caatinga,1.1
NPP-375D,MATEIROS,TOCANTINS,16.0,0.0,Cerrado,2.1
NPP-375D,CAIEIRAS,SÃO PAULO,7.0,0.0,Mata Atlântica,1.1
NPP-375D,PIRACICABA,SÃO PAULO,8.0,0.0,Mata Atlântica,9.9
NOAA-20,CONCEIÇÃO DO ARAGUAIA,PARÁ,8.0,0.0,Amazônia,1.1
NOAA-20,CARIRI DO TOCANTINS,TOCANTINS,16.0,0.0,Cerrado,5.4
NOAA-20,JUARA,MATO GROSSO,10.0,0.0,Amazônia,3.9
NOAA-20,COUTO MAGALHÃES,TOCANTINS,8.0,0.0,Cerrado,0.8
NOAA-20,NATIVIDADE,TOCANTINS,16.0,0.0,Cerrado,1.7
NOAA-20,SANTA CARMEM,MATO GROSSO,14.0,0.0,Amazônia,2.1
NOAA-20,SERTÃOZINHO,SÃO PAULO,5.0,0.0,Cerrado,0.2
NOAA-20,CORUMBÁ,MATO GROSSO DO SUL,8.0,0.0,Pantanal,0.8
NOAA-20,ITAÍ,SÃO PAULO,8.0,0.0,Cerrado,0.6
NOAA-20,SÃO GONÇALO DO ABAETÉ,MINAS GERAIS,20.0,0.0,Cerrado,1.2
NOAA-20,CAMAPUÃ,MATO GROSSO DO SUL,5.0,0.0,Cerrado,0.8
NOAA-20,RIBAS DO RIO PARDO,MATO GROSSO DO SUL,8.0,0.1,Cerrado,1.0
NOAA-20,CARBONITA,MINAS GERAIS,18.0,0.0,Cerrado,0.9
NOAA-20,CORUMBÁ,MATO GROSSO DO SUL,8.0,0.0,Pantanal,1.4
NOAA-21,JURUENA,MATO GROSSO,8.0,0.0,Amazônia,0.7
NOAA-21,SANTA CARMEM,MATO GROSSO,14.0,0.0,Amazônia,2.0
NOAA-21,COMODORO,MATO GROSSO,4.0,0.0,Cerrado,0.8
NOAA-21,ITAPUÃ DO OESTE,RONDÔNIA,4.0,0.7,Amazônia,3.4
NOAA-21,SANTA CARMEM,MATO GROSSO,13.0,0.0,Amazônia,1.0
NPP-375D,UNIÃO DO SUL,MATO GROSSO,8.0,0.0,Amazônia,0.9
NPP-375D,SÃO JOSÉ DO RIO CLARO,MATO GROSSO,15.0,0.0,Amazônia,1.0
NPP-375D,SANTA RITA DO TRIVELATO,MATO GROSSO,15.0,0.0,Cerrado,1.8
NPP-375D,APIACÁS,MATO GROSSO,5.0,0.0,Amazônia,1.6
NOAA-20,ITAPUÃ DO OESTE,RONDÔNIA,4.0,0.71,Amazônia,3.1
TERRA_M-T,SANTA RITA DE CÁSSIA,BAHIA,15.0,0.0,Cerrado,25.4
TERRA_M-T,DIANÓPOLIS,TOCANTINS,16.0,0.0,Cerrado,45.7
TERRA_M-T,BOM SUCESSO,PARANÁ,8.0,0.0,Mata Atlântica,9.8
GOES-19,RIACHÃO DAS NEVES,BAHIA,16.0,0.0,Cerrado,151.8
GOES-19,RIACHÃO DAS NEVES,BAHIA,16.0,0.0,Cerrado,85.7
NOAA-21,RITÁPOLIS,MINAS GERAIS,20.0,0.0,Mata Atlântica,10.9
NOAA-21,AGUAÍ,SÃO PAULO,16.0,0.0,Cerrado,24.8
NOAA-21,FELIXLÂNDIA,MINAS GERAIS,19.0,0.0,Cerrado,3.3
NOAA-21,BURITIZEIRO,MINAS GERAIS,19.0,0.0,Cerrado,16.7
NOAA-21,CONCEIÇÃO DO ARAGUAIA,PARÁ,8.0,0.0,Amazônia,5.9
NOAA-21,MATEIROS,TOCANTINS,16.0,0.0,Cerrado,7.7
NOAA-21,LIZARDA,TOCANTINS,16.0,0.0,Cerrado,10.7
NOAA-21,MATEIROS,TOCANTINS,17.0,0.0,Cerrado,5.5
NOAA-21,MATEIROS,TOCANTINS,16.0,0.0,Cerrado,7.5
NOAA-21,GOIATINS,TOCANTINS,11.0,0.0,Cerrado,10.6
NPP-375,BOA VISTA DO SUL,RIO GRANDE DO SUL,5.0,1.45,Mata Atlântica,4.3
NPP-375,PONTE ALTA DO NORTE,SANTA CATARINA,8.0,0.0,Mata Atlântica,6.6
NPP-375,CAMPO GRANDE,MATO GROSSO DO SUL,8.0,0.0,Cerrado,9.7
NPP-375,TOCANTÍNIA,TOCANTINS,17.0,0.0,Cerrado,4.5
NPP-375,MATEIROS,TOCANTINS,16.0,0.0,Cerrado,9.3
NPP-375,PONTE ALTA DO TOCANTINS,TOCANTINS,11.0,0.0,Cerrado,28.1
NPP-375,CARINHANHA,BAHIA,17.0,0.0,Cerrado,2.9
NPP-375,JANUÁRIA,MINAS GERAIS,17.0,0.0,Caatinga,6.7
NPP-375,CENTENÁRIO,TOCANTINS,12.0,0.0,Cerrado,3.4
NPP-375,JANUÁRIA,MINAS GERAIS,17.0,0.0,Caatinga,4.7
NPP-375,PIUM,TOCANTINS,14.0,0.0,Cerrado,4.1
NPP-375,RIO SONO,TOCANTINS,17.0,0.0,Cerrado,3.6
NPP-375,FAZENDA NOVA,GOIÁS,16.0,0.0,Cerrado,13.6
NPP-375,JUARA,MATO GROSSO,11.0,0.0,Amazônia,16.4
NPP-375,DIANÓPOLIS,TOCANTINS,16.0,0.0,Cerrado,4.8
NPP-375,DIANÓPOLIS,TOCANTINS,16.0,0.0,Cerrado,4.3
NPP-375,RIO SONO,TOCANTINS,17.0,0.0,Cerrado,3.6
NOAA-20,PONTA GROSSA,PARANÁ,7.0,2.02,Mata Atlântica,2.8
NOAA-20,ARARAQUARA,SÃO PAULO,20.0,0.0,Cerrado,26.0
NOAA-20,CAMPO GRANDE,MATO GROSSO DO SUL,8.0,0.0,Cerrado,6.9
NOAA-20,RITÁPOLIS,MINAS GERAIS,20.0,0.0,Mata Atlântica,14.4
NOAA-20,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,15.0,0.0,Amazônia,3.3
NOAA-20,CORRENTINA,BAHIA,17.0,0.0,Cerrado,8.5
NOAA-20,LAGOA DA CONFUSÃO,TOCANTINS,15.0,0.0,Cerrado,3.3
NOAA-20,DUERÉ,TOCANTINS,12.0,0.0,Cerrado,3.3
NOAA-20,FELIZ NATAL,MATO GROSSO,18.0,0.0,Amazônia,12.9
NOAA-20,CORRENTINA,BAHIA,17.0,0.0,Cerrado,3.4
NOAA-20,PALMEIRANTE,TOCANTINS,15.0,0.0,Cerrado,2.2
NOAA-20,MARABÁ,PARÁ,5.0,0.0,Amazônia,3.4
NOAA-20,DARCINÓPOLIS,TOCANTINS,6.0,0.19,Cerrado,16.6
NOAA-20,MIRADOR,MARANHÃO,7.0,0.0,Cerrado,8.9
NOAA-21,CASSILÂNDIA,MATO GROSSO DO SUL,8.0,0.0,Cerrado,7.1
NOAA-21,RIO DO CAMPO,SANTA CATARINA,8.0,0.1,Mata Atlântica,2.6
NOAA-21,DUERÉ,TOCANTINS,12.0,0.0,Cerrado,6.9
NOAA-21,QUERÊNCIA,MATO GROSSO,15.0,0.0,Amazônia,18.2
NOAA-21,FORMOSO DO ARAGUAIA,TOCANTINS,16.0,0.0,Cerrado,7.6
AQUA_M-T,RIO DO CAMPO,SANTA CATARINA,8.0,0.1,Mata Atlântica,22.9
AQUA_M-T,SANTA RITA DO TOCANTINS,TOCANTINS,15.0,0.0,Cerrado,12.5
AQUA_M-T,CLÁUDIA,MATO GROSSO,6.0,0.0,Amazônia,33.9
AQUA_M-T,MATEIROS,TOCANTINS,17.0,0.0,Cerrado,6.3
AQUA_M-T,SANTA CARMEM,MATO GROSSO,13.0,0.0,Amazônia,28.3
AQUA_M-T,FELIZ NATAL,MATO GROSSO,19.0,0.0,Amazônia,15.1
AQUA_M-T,PONTE ALTA DO BOM JESUS,TOCANTINS,15.0,0.0,Cerrado,5.6
AQUA_M-T,QUERÊNCIA,MATO GROSSO,15.0,0.0,Amazônia,19.8
AQUA_M-T,FERNANDO FALCÃO,MARANHÃO,6.0,0.0,Cerrado,16.5
GOES-19,RIACHÃO DAS NEVES,BAHIA,16.0,0.0,Cerrado,188.4
NPP-375D,BURITIZEIRO,MINAS GERAIS,20.0,0.0,Cerrado,4.0
NPP-375D,JURUAIA,MINAS GERAIS,6.0,0.0,Mata Atlântica,0.5
NOAA-20,TOCANTÍNIA,TOCANTINS,18.0,0.0,Cerrado,1.7
NOAA-20,GAÚCHA DO NORTE,MATO GROSSO,23.0,0.0,Amazônia,1.1
NOAA-20,GAÚCHA DO NORTE,MATO GROSSO,22.0,0.0,Amazônia,2.4
NOAA-20,BURITIZEIRO,MINAS GERAIS,20.0,0.0,Cerrado,1.6
NOAA-20,MARTINHO CAMPOS,MINAS GERAIS,21.0,0.0,Cerrado,1.4
NOAA-21,JUARA,MATO GROSSO,12.0,0.0,Amazônia,1.9
NOAA-21,SANTA CARMEM,MATO GROSSO,15.0,0.0,Amazônia,1.2
NOAA-21,BRASNORTE,MATO GROSSO,9.0,0.0,Cerrado,2.5
NPP-375D,APIACÁS,MATO GROSSO,6.0,0.0,Amazônia,0.7
NOAA-20,FELIZ NATAL,MATO GROSSO,19.0,0.0,Amazônia,1.4
GOES-19,NOVA MARINGÁ,MATO GROSSO,16.0,0.0,Amazônia,188.1
GOES-19,NOVA MARINGÁ,MATO GROSSO,16.0,0.0,Amazônia,435.5
TERRA_M-T,NOVA MARINGÁ,MATO GROSSO,16.0,0.0,Amazônia,138.4
GOES-19,RIACHÃO DAS NEVES,BAHIA,17.0,0.0,Cerrado,353.0
GOES-19,NOVA MARINGÁ,MATO GROSSO,16.0,0.0,Amazônia,255.9
GOES-19,SANTA RITA DO TRIVELATO,MATO GROSSO,14.0,0.0,Cerrado,127.9
GOES-19,SÃO RAIMUNDO DAS MANGABEIRAS,MARANHÃO,15.0,0.0,Cerrado,91.1
NOAA-21,LASSANCE,MINAS GERAIS,19.0,0.0,Cerrado,13.5
NOAA-21,BURITIZEIRO,MINAS GERAIS,20.0,0.0,Cerrado,12.1
NOAA-21,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,118.9
NOAA-21,MATEIROS,TOCANTINS,17.0,0.0,Cerrado,96.1
NOAA-21,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,65.3
NOAA-21,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,65.3
NOAA-21,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,165.0
NOAA-21,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,118.9
NOAA-21,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,15.6
NOAA-21,BAIXA GRANDE DO RIBEIRO,PIAUÍ,15.0,0.0,Cerrado,6.1
NOAA-21,QUIXERAMOBIM,CEARÁ,2.0,0.1,Caatinga,6.6
NOAA-21,BARRA DO CORDA,MARANHÃO,2.0,0.0,Cerrado,45.0
NPP-375,TOCANTINS,MINAS GERAIS,20.0,0.0,Mata Atlântica,4.6
NPP-375,BURITIZEIRO,MINAS GERAIS,19.0,0.0,Cerrado,1.8
NPP-375,AMARALINA,GOIÁS,17.0,0.0,Cerrado,9.3
NPP-375,PARNARAMA,MARANHÃO,12.0,0.0,Cerrado,4.9
NPP-375,ITAUEIRA,PIAUÍ,8.0,0.0,Cerrado,8.3
NPP-375,ITAUEIRA,PIAUÍ,8.0,0.0,Cerrado,5.3
NPP-375,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,4.6
NPP-375,SAMPAIO,TOCANTINS,3.0,0.0,Cerrado,9.7
NPP-375,ITAUEIRA,PIAUÍ,8.0,0.0,Cerrado,5.1
NPP-375,RIACHÃO DAS NEVES,BAHIA,17.0,0.0,Cerrado,28.2
NPP-375,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,8.8
NPP-375,MATEIROS,TOCANTINS,17.0,0.0,Cerrado,31.4
NPP-375,MATEIROS,TOCANTINS,17.0,0.0,Cerrado,35.3
NPP-375,FORMOSA DO RIO PRETO,BAHIA,17.0,0.0,Cerrado,2.9
NPP-375,ITAUEIRA,PIAUÍ,8.0,0.0,Cerrado,3.2
NPP-375,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,8.2
NPP-375,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,16.0
NPP-375,SÃO FÉLIX DE BALSAS,MARANHÃO,7.0,0.0,Cerrado,6.5
NPP-375,ITAUEIRA,PIAUÍ,8.0,0.0,Cerrado,8.3
NPP-375,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,22.7
NPP-375,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,8.8
GOES-19,MONTE DO CARMO,TOCANTINS,16.0,0.0,Cerrado,47.5
NOAA-20,ELIAS FAUSTO,SÃO PAULO,9.0,0.0,Mata Atlântica,5.8
NOAA-20,GOIATINS,TOCANTINS,13.0,0.0,Cerrado,4.4
NOAA-20,MIRACEMA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,15.0
NOAA-20,LAGAMAR,MINAS GERAIS,22.0,0.0,Cerrado,2.4
NOAA-20,URUÇUÍ,PIAUÍ,8.0,0.0,Cerrado,35.5
NOAA-20,SEBASTIÃO LEAL,PIAUÍ,7.0,0.0,Cerrado,5.4
NOAA-20,BARRA DO CORDA,MARANHÃO,2.0,0.0,Cerrado,10.0
NOAA-20,PUGMIL,TOCANTINS,14.0,0.0,Cerrado,6.8
NOAA-20,PASTOS BONS,MARANHÃO,2.0,0.0,Cerrado,3.4
NOAA-20,PARANATINGA,MATO GROSSO,21.0,0.0,Cerrado,12.4
NOAA-20,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,13.4
NOAA-20,CURIMATÁ,PIAUÍ,9.0,0.0,Cerrado,7.7
NOAA-20,SANTA RITA DO TOCANTINS,TOCANTINS,16.0,0.0,Cerrado,18.2
NOAA-20,MATEIROS,TOCANTINS,17.0,0.0,Cerrado,30.3
NOAA-20,MATEIROS,TOCANTINS,17.0,0.0,Cerrado,42.6
NOAA-20,MATEIROS,TOCANTINS,17.0,0.0,Cerrado,25.6
NOAA-20,RIACHÃO DAS NEVES,BAHIA,17.0,0.0,Cerrado,41.0
NOAA-20,MATEIROS,TOCANTINS,17.0,0.0,Cerrado,42.6
NOAA-20,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,28.2
NOAA-20,CLÁUDIA,MATO GROSSO,14.0,0.0,Amazônia,2.8
NOAA-20,SANTA RITA DO TOCANTINS,TOCANTINS,9.0,0.0,Cerrado,4.5
NOAA-20,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,69.5
NOAA-20,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,12.0
NOAA-20,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,2.6
NOAA-20,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,18.8
GOES-19,PIUM,TOCANTINS,8.0,0.0,Cerrado,45.0
NOAA-21,ABAETÉ,MINAS GERAIS,12.0,0.0,Cerrado,9.0
NOAA-21,CAMPOS BELOS,GOIÁS,10.0,0.0,Cerrado,29.0
NOAA-21,FIGUEIRÓPOLIS,TOCANTINS,17.0,0.0,Cerrado,4.8
NOAA-21,ABADIÂNIA,GOIÁS,21.0,0.0,Cerrado,2.4
NOAA-21,CAMPOS BELOS,GOIÁS,11.0,0.0,Cerrado,29.0
NOAA-21,CÁCERES,MATO GROSSO,9.0,0.0,Pantanal,4.1
NOAA-21,TANGARÁ DA SERRA,MATO GROSSO,5.0,0.0,Cerrado,4.2
NOAA-21,LAGOA DA CONFUSÃO,TOCANTINS,16.0,0.0,Cerrado,5.3
NOAA-21,CAROLINA,MARANHÃO,9.0,0.0,Cerrado,11.2
NOAA-21,NOVA BANDEIRANTES,MATO GROSSO,8.0,0.0,Amazônia,3.3
NOAA-21,MANICORÉ,AMAZONAS,1.0,0.24,Amazônia,15.7
NOAA-21,CONCEIÇÃO DO ARAGUAIA,PARÁ,9.0,0.0,Amazônia,9.2
NOAA-21,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,39.8
NOAA-21,JURUENA,MATO GROSSO,9.0,0.0,Amazônia,6.8
NOAA-21,ITAÚBA,MATO GROSSO,12.0,0.0,Amazônia,27.2
NOAA-21,LAGOA DA CONFUSÃO,TOCANTINS,16.0,0.0,Cerrado,9.4
NOAA-21,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,24.3
NOAA-21,MATEIROS,TOCANTINS,17.0,0.0,Cerrado,53.9
NOAA-21,GRAJAÚ,MARANHÃO,7.0,0.0,Cerrado,9.9
NOAA-21,PIUM,TOCANTINS,8.0,0.0,Cerrado,54.7
NOAA-21,PONTE ALTA DO TOCANTINS,TOCANTINS,17.0,0.0,Cerrado,53.7
NOAA-21,PIUM,TOCANTINS,15.0,0.0,Cerrado,6.2
NOAA-21,ALTO PARAÍSO,RONDÔNIA,9.0,0.0,Amazônia,7.6
NOAA-21,MANICORÉ,AMAZONAS,0.0,0.3,Amazônia,12.4
NOAA-21,PAU D'ARCO,TOCANTINS,9.0,0.0,Amazônia,5.8
NOAA-21,PIUM,TOCANTINS,8.0,0.0,Cerrado,6.8
NPP-375,BITURUNA,PARANÁ,2.0,0.22,Mata Atlântica,8.8
NPP-375,NOVA LARANJEIRAS,PARANÁ,7.0,5.54,Mata Atlântica,3.8
NPP-375,LEBON RÉGIS,SANTA CATARINA,0.0,0.73,Mata Atlântica,12.0
NPP-375,NOVA ITABERABA,SANTA CATARINA,6.0,3.18,Mata Atlântica,3.6
NPP-375,JARAGUARI,MATO GROSSO DO SUL,9.0,0.0,Cerrado,3.0
NPP-375,CHAPADÃO DO SUL,MATO GROSSO DO SUL,14.0,0.0,Cerrado,7.1
NPP-375,ITIQUIRA,MATO GROSSO,6.0,0.0,Cerrado,2.1
NPP-375,TANGARÁ DA SERRA,MATO GROSSO,9.0,0.0,Cerrado,26.0
NPP-375,JURUENA,MATO GROSSO,9.0,0.0,Amazônia,15.5
NPP-375,JURUENA,MATO GROSSO,9.0,0.0,Amazônia,8.2
NPP-375,BRASNORTE,MATO GROSSO,5.0,0.0,Amazônia,4.0
NPP-375,FELIZ NATAL,MATO GROSSO,19.0,0.0,Amazônia,13.0
GOES-19,CAMPOS BELOS,GOIÁS,12.0,0.0,Cerrado,67.8
GOES-19,MONTE DO CARMO,TOCANTINS,16.0,0.0,Cerrado,85.6
GOES-19,GOIANORTE,TOCANTINS,14.0,0.31,Cerrado,72.2
GOES-19,RIO SONO,TOCANTINS,17.0,0.0,Cerrado,76.7
AQUA_M-T,TERENOS,MATO GROSSO DO SUL,9.0,0.0,Cerrado,6.3
