satelite,municipio,estado,numero_dias_sem_chuva,precipitacao,bioma,frp
NPP-375D,ABREULÂNDIA,TOCANTINS,29.0,0.0,Cerrado,0.7
NPP-375D,RIBEIRÃO CASCALHEIRA,MATO GROSSO,28.0,0.0,Amazônia,3.0
NPP-375D,SANTA CARMEM,MATO GROSSO,21.0,0.0,Amazônia,2.4
NPP-375D,NOVA MONTE VERDE,MATO GROSSO,4.0,0.0,Amazônia,1.4
NPP-375D,LUCIARA,MATO GROSSO,8.0,0.0,Cerrado,0.5
NPP-375D,CONCEIÇÃO DO ARAGUAIA,PARÁ,21.0,0.0,Amazônia,2.2
NPP-375D,BALSAS,MARANHÃO,23.0,0.0,Cerrado,1.3
NPP-375D,MIRACEMA DO TOCANTINS,TOCANTINS,29.0,0.0,Cerrado,2.3
NPP-375D,SANTA CARMEM,MATO GROSSO,16.0,0.0,Amazônia,1.7
NPP-375D,ALMAS,TOCANTINS,14.0,0.0,Cerrado,0.6
NPP-375D,CANARANA,MATO GROSSO,3.0,0.0,Cerrado,1.1
NPP-375D,NIQUELÂNDIA,GOIÁS,29.0,0.74,Cerrado,2.4
NPP-375D,SANTA RITA DO TRIVELATO,MATO GROSSO,2.0,0.0,Cerrado,2.0
NPP-375D,SANTA RITA DO TRIVELATO,MATO GROSSO,2.0,0.0,Cerrado,2.0
NPP-375D,NOVA UBIRATÃ,MATO GROSSO,2.0,0.0,Amazônia,1.1
NOAA-20,JUARA,MATO GROSSO,6.0,0.0,Amazônia,4.2
NOAA-20,SANTA CARMEM,MATO GROSSO,21.0,0.0,Amazônia,1.9
NOAA-20,FELIZ NATAL,MATO GROSSO,27.0,0.0,Amazônia,1.1
NOAA-20,CONCEIÇÃO DO ARAGUAIA,PARÁ,21.0,0.0,Amazônia,3.8
NOAA-20,ALTAMIRA,PARÁ,6.0,0.0,Amazônia,1.8
NOAA-20,SERRA NOVA DOURADA,MATO GROSSO,28.0,0.0,Cerrado,14.3
NOAA-20,GUARANTÃ DO NORTE,MATO GROSSO,20.0,0.0,Amazônia,1.2
NOAA-20,JUARA,MATO GROSSO,5.0,0.0,Amazônia,7.7
NOAA-20,CRISTALÂNDIA,TOCANTINS,8.0,0.0,Cerrado,6.8
NOAA-20,FELIZ NATAL,MATO GROSSO,16.0,0.0,Amazônia,2.3
NOAA-20,MONTE DO CARMO,TOCANTINS,7.0,0.0,Cerrado,11.2
NOAA-20,SANTA CARMEM,MATO GROSSO,5.0,0.0,Amazônia,0.9
NOAA-20,MARCELÂNDIA,MATO GROSSO,26.0,0.0,Amazônia,0.8
NOAA-20,MARCELÂNDIA,MATO GROSSO,22.0,0.0,Amazônia,0.8
NOAA-20,SANTA RITA DO TRIVELATO,MATO GROSSO,2.0,0.0,Cerrado,2.1
NOAA-20,SANTA RITA DO TRIVELATO,MATO GROSSO,2.0,0.0,Cerrado,1.4
NOAA-20,UNAÍ,MINAS GERAIS,26.0,0.4,Cerrado,2.0
GOES-19,MONTE DO CARMO,TOCANTINS,7.0,0.0,Cerrado,54.4
GOES-19,JANAÚBA,MINAS GERAIS,30.0,0.0,Cerrado,81.5
AQUA_M-M,SERRA NOVA DOURADA,MATO GROSSO,28.0,0.0,Cerrado,22.5
GOES-19,SERRA NOVA DOURADA,MATO GROSSO,27.0,0.0,Cerrado,60.6
GOES-19,SERRA NOVA DOURADA,MATO GROSSO,27.0,0.0,Cerrado,56.1
GOES-19,CUMARU DO NORTE,PARÁ,9.0,0.0,Amazônia,75.4
GOES-19,CUMARU DO NORTE,PARÁ,10.0,0.0,Amazônia,112.0
GOES-19,CUMARU DO NORTE,PARÁ,9.0,0.0,Amazônia,63.2
GOES-19,CUMARU DO NORTE,PARÁ,11.0,0.0,Amazônia,143.4
TERRA_M-T,CUMARU DO NORTE,PARÁ,11.0,0.0,Amazônia,140.4
TERRA_M-T,MATEIROS,TOCANTINS,18.0,0.0,Cerrado,83.4
TERRA_M-T,CONCEIÇÃO DO ARAGUAIA,PARÁ,21.0,0.0,Amazônia,20.1
TERRA_M-T,MONTE DO CARMO,TOCANTINS,6.0,0.0,Cerrado,53.0
TERRA_M-T,FELIZ NATAL,MATO GROSSO,18.0,0.0,Amazônia,25.7
TERRA_M-T,SANTA CARMEM,MATO GROSSO,14.0,0.0,Amazônia,5.2
GOES-19,CUMARU DO NORTE,PARÁ,11.0,0.0,Amazônia,79.2
GOES-19,MATEIROS,TOCANTINS,30.0,0.0,Cerrado,150.4
NOAA-21,MAJOR ISIDORO,ALAGOAS,10.0,0.0,Caatinga,3.9
NOAA-21,SANTANA DO CARIRI,CEARÁ,9.0,0.0,Caatinga,8.9
GOES-19,MATEIROS,TOCANTINS,22.0,0.0,Cerrado,75.2
NPP-375,SÃO FÉLIX DO TOCANTINS,TOCANTINS,29.0,0.0,Cerrado,9.6
NPP-375,REDENÇÃO DO GURGUÉIA,PIAUÍ,17.0,0.0,Cerrado,7.7
NPP-375,PONTE ALTA DO TOCANTINS,TOCANTINS,26.0,0.0,Cerrado,11.3
NPP-375,NOVO ACORDO,TOCANTINS,29.0,0.0,Cerrado,9.7
NPP-375,MATEIROS,TOCANTINS,27.0,0.0,Cerrado,12.8
NPP-375,LIZARDA,TOCANTINS,25.0,0.0,Cerrado,15.5
NPP-375,LIZARDA,TOCANTINS,29.0,0.0,Cerrado,52.9
NPP-375,FLORIANO,PIAUÍ,9.0,0.0,Caatinga,5.7
NPP-375,BALSAS,MARANHÃO,27.0,0.0,Cerrado,2.4
NPP-375,ARAIOSES,MARANHÃO,5.0,0.0,Cerrado,15.7
NPP-375,MASSARANDUBA,PARAÍBA,9.0,0.0,Caatinga,6.6
NOAA-20,SÃO DESIDÉRIO,BAHIA,27.0,0.0,Cerrado,15.7
NOAA-20,FORTALEZA DO TABOCÃO,TOCANTINS,29.0,0.0,Amazônia,6.1
NOAA-20,NOVO ACORDO,TOCANTINS,29.0,0.0,Cerrado,10.1
NOAA-20,PEIXOTO DE AZEVEDO,MATO GROSSO,29.0,0.0,Amazônia,13.5
NOAA-20,LIZARDA,TOCANTINS,26.0,0.0,Cerrado,5.4
NOAA-20,SÃO FÉLIX DO TOCANTINS,TOCANTINS,29.0,0.0,Cerrado,59.5
NOAA-20,LAGOA DA CONFUSÃO,TOCANTINS,8.0,0.0,Cerrado,3.5
NOAA-20,MATEIROS,TOCANTINS,30.0,0.0,Cerrado,29.9
NOAA-20,SERRA NOVA DOURADA,MATO GROSSO,28.0,0.0,Cerrado,24.9
NOAA-20,SÃO FÉLIX DO TOCANTINS,TOCANTINS,29.0,0.0,Cerrado,69.3
NOAA-20,LIZARDA,TOCANTINS,25.0,0.0,Cerrado,13.5
GOES-19,TUPIRATINS,TOCANTINS,21.0,0.0,Cerrado,64.4
NOAA-20,ARARIPE,CEARÁ,9.0,0.0,Caatinga,7.6
NOAA-20,BARRA DO CORDA,MARANHÃO,11.0,0.0,Cerrado,11.4
NOAA-20,ARARIPE,CEARÁ,9.0,0.0,Caatinga,7.6
NOAA-20,FLORIANO,PIAUÍ,9.0,0.0,Caatinga,4.1
NOAA-20,RIACHÃO,MARANHÃO,20.0,0.0,Cerrado,16.1
NOAA-20,LAGOA ALEGRE,PIAUÍ,8.0,0.0,Caatinga,3.0
NOAA-20,PRESIDENTE KENNEDY,TOCANTINS,21.0,0.0,Cerrado,15.6
NOAA-20,SÃO PEDRO DO PIAUÍ,PIAUÍ,9.0,0.0,Caatinga,7.3
NOAA-20,RIACHÃO,MARANHÃO,20.0,0.0,Cerrado,11.0
NOAA-20,CANTO DO BURITI,PIAUÍ,13.0,0.0,Caatinga,2.3
NOAA-20,CENTENÁRIO,TOCANTINS,25.0,0.0,Cerrado,5.1
GOES-19,FLORIANO,PIAUÍ,9.0,0.0,Caatinga,95.0
NOAA-21,TATUÍ,SÃO PAULO,2.0,0.0,Mata Atlântica,3.7
NOAA-21,NUPORANGA,SÃO PAULO,2.0,0.0,Cerrado,7.9
NOAA-21,ITAÚ DE MINAS,MINAS GERAIS,2.0,0.0,Mata Atlântica,2.4
NOAA-21,JUARA,MATO GROSSO,5.0,0.0,Amazônia,37.0
NOAA-21,ITAÚBA,MATO GROSSO,2.0,0.0,Amazônia,5.0
NOAA-21,SANTA RITA DO TRIVELATO,MATO GROSSO,1.0,0.0,Cerrado,8.1
NOAA-21,CENTENÁRIO,TOCANTINS,25.0,0.0,Cerrado,3.6
NOAA-21,MIRACEMA DO TOCANTINS,TOCANTINS,7.0,0.0,Cerrado,10.4
NOAA-21,CONCEIÇÃO DO TOCANTINS,TOCANTINS,26.0,0.0,Cerrado,7.1
NOAA-21,LIZARDA,TOCANTINS,25.0,0.0,Cerrado,13.6
NOAA-21,PEIXOTO DE AZEVEDO,MATO GROSSO,29.0,0.0,Amazônia,7.9
NOAA-21,SERRA NOVA DOURADA,MATO GROSSO,28.0,0.0,Cerrado,10.1
NOAA-21,LIZARDA,TOCANTINS,26.0,0.0,Cerrado,7.7
NOAA-21,SÃO DESIDÉRIO,BAHIA,27.0,0.0,Cerrado,44.1
NOAA-21,LIZARDA,TOCANTINS,26.0,0.0,Cerrado,30.3
NOAA-21,MARACÁS,BAHIA,12.0,0.0,Caatinga,23.2
NOAA-21,PORTO DOS GAÚCHOS,MATO GROSSO,2.0,0.0,Amazônia,14.6
NOAA-21,LIZARDA,TOCANTINS,27.0,0.0,Cerrado,5.1
NOAA-21,CAXIAS,MARANHÃO,9.0,0.0,Cerrado,19.5
NOAA-21,ARARIPE,CEARÁ,9.0,0.0,Caatinga,16.1
NOAA-21,CAROLINA,MARANHÃO,19.0,0.0,Cerrado,11.2
NPP-375,IGUATEMI,MATO GROSSO DO SUL,3.0,0.0,Mata Atlântica,10.0
NPP-375,TANGARÁ DA SERRA,MATO GROSSO,2.0,0.0,Cerrado,1.7
NPP-375,SANTA RITA DO TOCANTINS,TOCANTINS,25.0,0.0,Cerrado,8.1
NPP-375,NOVA MARINGÁ,MATO GROSSO,2.0,0.0,Amazônia,5.2
NPP-375,SANTA RITA DO TRIVELATO,MATO GROSSO,2.0,0.0,Cerrado,7.9
NPP-375,PARANÃ,TOCANTINS,25.0,0.77,Cerrado,4.7
NPP-375,CAMPINÁPOLIS,MATO GROSSO,2.0,0.0,Cerrado,5.8
NPP-375,CHAPADA GAÚCHA,MINAS GERAIS,30.0,0.0,Cerrado,19.8
NPP-375,SANTA CRUZ DO XINGU,MATO GROSSO,22.0,0.0,Amazônia,8.1
NPP-375,BALSAS,MARANHÃO,26.0,0.0,Cerrado,19.5
NPP-375,RIACHÃO,MARANHÃO,20.0,0.0,Cerrado,8.5
NPP-375,CAROLINA,MARANHÃO,22.0,0.0,Cerrado,6.4
NPP-375,JUARA,MATO GROSSO,2.0,0.0,Amazônia,6.7
NPP-375,NORMANDIA,RORAIMA,0.0,3.76,Amazônia,1.3
NOAA-20,RIO FORTUNA,SANTA CATARINA,3.0,0.0,Mata Atlântica,8.9
NOAA-20,NOVA XAVANTINA,MATO GROSSO,2.0,0.0,Cerrado,25.1
NOAA-20,SANTA RITA DO TRIVELATO,MATO GROSSO,2.0,0.0,Cerrado,5.5
NOAA-20,GAÚCHA DO NORTE,MATO GROSSO,0.0,0.0,Amazônia,6.5
NOAA-20,TANGARÁ DA SERRA,MATO GROSSO,0.0,0.0,Cerrado,2.1
NOAA-20,NOVA MARINGÁ,MATO GROSSO,2.0,0.0,Amazônia,18.2
NOAA-20,SANTA CRUZ DO XINGU,MATO GROSSO,22.0,0.0,Amazônia,38.0
NOAA-20,MARCELÂNDIA,MATO GROSSO,27.0,0.0,Amazônia,11.3
NOAA-20,SANTA CRUZ DO XINGU,MATO GROSSO,22.0,0.0,Amazônia,20.7
NOAA-20,SANTA CRUZ DO XINGU,MATO GROSSO,22.0,0.0,Amazônia,13.3
NOAA-20,MARCELÂNDIA,MATO GROSSO,24.0,0.0,Amazônia,11.1
AQUA_M-T,CORRENTINA,BAHIA,30.0,0.0,Cerrado,17.6
AQUA_M-T,SANTA CRUZ DO XINGU,MATO GROSSO,22.0,0.0,Amazônia,140.0
AQUA_M-T,VALE DE SÃO DOMINGOS,MATO GROSSO,0.0,0.0,Cerrado,61.1
AQUA_M-T,CLÁUDIA,MATO GROSSO,2.0,0.0,Amazônia,49.0
AQUA_M-T,SERRA NOVA DOURADA,MATO GROSSO,28.0,0.0,Cerrado,14.2
GOES-19,COTEGIPE,BAHIA,16.0,0.0,Cerrado,52.0
GOES-19,COTEGIPE,BAHIA,14.0,0.0,Cerrado,40.0
GOES-19,BALSAS,MARANHÃO,24.0,0.0,Cerrado,147.0
GOES-19,BALSAS,MARANHÃO,24.0,0.0,Cerrado,104.7
GOES-19,BALSAS,MARANHÃO,24.0,0.0,Cerrado,110.3
GOES-19,NOVA SANTA HELENA,MATO GROSSO,8.0,0.0,Amazônia,80.3
GOES-19,MATIAS CARDOSO,MINAS GERAIS,31.0,0.0,Caatinga,108.4
GOES-19,BALSAS,MARANHÃO,24.0,0.0,Cerrado,102.0
GOES-19,COCOS,BAHIA,31.0,0.0,Cerrado,91.4
GOES-19,MIRADOR,MARANHÃO,19.0,0.0,Cerrado,119.1
TERRA_M-M,NOVA XAVANTINA,MATO GROSSO,3.0,0.0,Cerrado,8.0
TERRA_M-M,FELIZ NATAL,MATO GROSSO,19.0,0.0,Amazônia,5.0
NOAA-20,JUAZEIRO,BAHIA,17.0,0.0,Caatinga,3.3
NOAA-20,COCOS,BAHIA,32.0,0.0,Cerrado,1.4
NOAA-21,FLORIANO,PIAUÍ,13.0,0.0,Caatinga,1.4
NOAA-21,PEDRO AFONSO,TOCANTINS,30.0,0.0,Cerrado,0.6
NOAA-21,MARIANÓPOLIS DO TOCANTINS,TOCANTINS,22.0,0.0,Cerrado,1.7
NOAA-21,MIRACEMA DO TOCANTINS,TOCANTINS,30.0,0.0,Cerrado,2.6
NOAA-21,BALSAS,MARANHÃO,25.0,0.0,Cerrado,3.9
NOAA-21,MONTE DO CARMO,TOCANTINS,9.0,0.0,Cerrado,2.0
NOAA-21,BENEDITO LEITE,MARANHÃO,20.0,0.0,Cerrado,1.2
NOAA-21,SANTA CRUZ DO XINGU,MATO GROSSO,22.0,0.0,Amazônia,1.6
NOAA-21,MIRADOR,MARANHÃO,21.0,0.0,Cerrado,5.4
NOAA-21,FLORIANO,PIAUÍ,13.0,0.0,Caatinga,2.8
NOAA-21,CLÁUDIA,MATO GROSSO,3.0,0.0,Amazônia,1.9
NOAA-21,MONTE CARMELO,MINAS GERAIS,3.0,0.0,Cerrado,0.5
NOAA-21,NOVA MARINGÁ,MATO GROSSO,3.0,0.0,Amazônia,2.2
NOAA-21,SÃO DESIDÉRIO,BAHIA,28.0,0.0,Cerrado,2.4
NOAA-21,FELIZ NATAL,MATO GROSSO,3.0,0.0,Amazônia,11.7
NPP-375D,ITAITUBA,PARÁ,3.0,0.0,Amazônia,1.1
NPP-375D,IMPERATRIZ,MARANHÃO,10.0,0.2,Amazônia,0.8
NPP-375D,CAXIAS,MARANHÃO,10.0,0.0,Cerrado,1.1
NPP-375D,DOM ELISEU,PARÁ,7.0,5.54,Amazônia,0.8
NPP-375D,NOVO ACORDO,TOCANTINS,30.0,0.0,Cerrado,2.5
NPP-375D,DOM ELISEU,PARÁ,7.0,5.59,Amazônia,2.3
NPP-375D,CENTENÁRIO,TOCANTINS,26.0,0.0,Cerrado,2.7
NPP-375D,SANTA RITA DE CÁSSIA,BAHIA,30.0,0.0,Cerrado,2.2
NPP-375D,MONTE DO CARMO,TOCANTINS,7.0,0.0,Cerrado,11.5
NPP-375D,RIACHÃO,MARANHÃO,23.0,0.0,Cerrado,0.9
NPP-375D,CLÁUDIA,MATO GROSSO,3.0,0.0,Amazônia,2.2
NPP-375D,BOCAIÚVA,MINAS GERAIS,33.0,0.5,Cerrado,0.6
NPP-375D,CLÁUDIA,MATO GROSSO,3.0,0.0,Amazônia,2.3
NPP-375D,NOVA MONTE VERDE,MATO GROSSO,5.0,0.0,Amazônia,1.9
NPP-375D,SÃO DESIDÉRIO,BAHIA,28.0,0.0,Cerrado,2.4
NPP-375D,SANTA RITA DO TRIVELATO,MATO GROSSO,3.0,0.0,Cerrado,1.4
NPP-375D,SANTA CARMEM,MATO GROSSO,23.0,0.0,Amazônia,0.8
NPP-375D,CLÁUDIA,MATO GROSSO,3.0,0.0,Amazônia,0.7
NPP-375D,TANGARÁ DA SERRA,MATO GROSSO,2.0,0.0,Cerrado,3.9
NPP-375D,FELIZ NATAL,MATO GROSSO,3.0,0.0,Amazônia,5.0
NPP-375D,CLÁUDIA,MATO GROSSO,3.0,0.0,Amazônia,1.4
NPP-375D,NIQUELÂNDIA,GOIÁS,12.0,0.14,Cerrado,0.6
NPP-375D,SÃO DESIDÉRIO,BAHIA,28.0,0.0,Cerrado,2.4
NPP-375D,SÃO DESIDÉRIO,BAHIA,28.0,0.0,Cerrado,0.9
NPP-375D,SANTO ANTÔNIO DA ALEGRIA,SÃO PAULO,2.0,0.0,Cerrado,1.1
NPP-375D,MACATUBA,SÃO PAULO,3.0,0.0,Cerrado,1.8
NPP-375D,ITAJAÍ,SANTA CATARINA,3.0,0.0,Mata Atlântica,0.6
NOAA-20,ESTREITO,MARANHÃO,7.0,2.82,Cerrado,0.8
NOAA-20,FLORIANO,PIAUÍ,13.0,0.0,Caatinga,3.2
NOAA-20,SENADOR JOSÉ PORFÍRIO,PARÁ,1.0,4.3,Amazônia,0.9
NOAA-20,TANGARÁ DA SERRA,MATO GROSSO,2.0,0.0,Cerrado,0.5
NOAA-20,ARIPUANÃ,MATO GROSSO,3.0,0.0,Amazônia,1.1
NOAA-20,ARIPUANÃ,MATO GROSSO,3.0,0.0,Amazônia,33.7
NOAA-20,CLÁUDIA,MATO GROSSO,3.0,0.0,Amazônia,1.5
NOAA-20,NOVA SANTA HELENA,MATO GROSSO,7.0,0.0,Amazônia,2.8
NOAA-20,SÃO DESIDÉRIO,BAHIA,29.0,0.0,Cerrado,2.1
NOAA-20,NOVA MARINGÁ,MATO GROSSO,3.0,0.0,Amazônia,1.2
NOAA-20,GUARANTÃ DO NORTE,MATO GROSSO,31.0,0.0,Amazônia,0.7
NOAA-20,NATIVIDADE,TOCANTINS,12.0,0.0,Cerrado,6.3
NOAA-20,SANTA CRUZ DO XINGU,MATO GROSSO,23.0,0.0,Amazônia,3.6
NOAA-20,CLÁUDIA,MATO GROSSO,3.0,0.0,Amazônia,1.5
NOAA-20,NOVA MARINGÁ,MATO GROSSO,3.0,0.0,Amazônia,1.1
NOAA-20,NOVA XAVANTINA,MATO GROSSO,3.0,0.0,Cerrado,3.1
NOAA-20,FORMOSO DO ARAGUAIA,TOCANTINS,30.0,0.0,Cerrado,1.5
NOAA-20,CRISTALÂNDIA,TOCANTINS,9.0,0.0,Cerrado,2.4
NOAA-20,SÃO DESIDÉRIO,BAHIA,28.0,0.0,Cerrado,2.1
NOAA-20,SÃO DESIDÉRIO,BAHIA,28.0,0.0,Cerrado,1.8
NOAA-21,JUARA,MATO GROSSO,6.0,0.0,Amazônia,1.9
TERRA_M-T,FLORIANO,PIAUÍ,10.0,0.0,Caatinga,9.0
GOES-19,FLORIANO,PIAUÍ,10.0,0.0,Caatinga,186.7
GOES-19,FLORIANO,PIAUÍ,10.0,0.0,Caatinga,83.8
NOAA-21,BARAÚNA,RIO GRANDE DO NORTE,7.0,0.0,Caatinga,8.5
GOES-19,URUÇUÍ,PIAUÍ,20.0,0.0,Cerrado,70.7
NPP-375,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,2.0,0.0,Mata Atlântica,6.4
NPP-375,GRAVATÁ,PERNAMBUCO,8.0,0.0,Mata Atlântica,2.4
NPP-375,FLORIANO,PIAUÍ,10.0,0.0,Caatinga,16.9
NPP-375,MINADOR DO NEGRÃO,ALAGOAS,11.0,0.0,Caatinga,13.9
NOAA-20,FLORES,PERNAMBUCO,10.0,0.0,Caatinga,2.9
NOAA-20,FLORIANO,PIAUÍ,10.0,0.0,Caatinga,8.9
NOAA-20,MIRADOR,MARANHÃO,21.0,0.0,Cerrado,5.9
NOAA-20,FLORIANO,PIAUÍ,11.0,0.0,Caatinga,29.1
NOAA-20,MATEIROS,TOCANTINS,25.0,0.0,Cerrado,18.3
NOAA-20,MATEIROS,TOCANTINS,26.0,0.0,Cerrado,9.6
NOAA-20,MATEIROS,TOCANTINS,30.0,0.0,Cerrado,33.1
NOAA-20,NOVA ESPERANÇA DO PIRIÁ,PARÁ,0.0,5.47,Amazônia,2.3
NOAA-20,ARAIOSES,MARANHÃO,5.0,2.21,Cerrado,4.6
NOAA-20,CAXIAS,MARANHÃO,10.0,0.0,Cerrado,9.6
NOAA-21,SÃO GONÇALO DO ABAETÉ,MINAS GERAIS,11.0,0.0,Cerrado,3.5
NOAA-21,DUERÉ,TOCANTINS,26.0,0.0,Cerrado,8.5
NOAA-21,GRAJAÚ,MARANHÃO,21.0,0.0,Cerrado,7.1
NOAA-21,TANGARÁ DA SERRA,MATO GROSSO,2.0,0.0,Cerrado,14.0
NOAA-21,TANGARÁ DA SERRA,MATO GROSSO,2.0,0.0,Cerrado,22.3
NOAA-21,BARREIRAS DO PIAUÍ,PIAUÍ,29.0,0.0,Cerrado,4.4
NOAA-21,MARCOS PARENTE,PIAUÍ,14.0,0.0,Cerrado,7.4
NOAA-21,DOIS IRMÃOS DO TOCANTINS,TOCANTINS,30.0,0.0,Cerrado,18.6
NOAA-21,MARCELÂNDIA,MATO GROSSO,25.0,0.0,Amazônia,21.6
NOAA-21,TANGARÁ DA SERRA,MATO GROSSO,2.0,0.0,Cerrado,4.5
NOAA-21,MANICORÉ,AMAZONAS,3.0,0.0,Amazônia,12.4
NOAA-21,MATEIROS,TOCANTINS,30.0,0.0,Cerrado,15.4
NOAA-21,CANTO DO BURITI,PIAUÍ,14.0,0.0,Caatinga,5.3
NOAA-21,MONTE DO CARMO,TOCANTINS,7.0,0.1,Cerrado,26.0
NOAA-21,MOJU,PARÁ,7.0,0.2,Amazônia,6.5
NOAA-21,ARAIOSES,MARANHÃO,5.0,3.4,Cerrado,5.7
NOAA-21,MUANÁ,PARÁ,2.0,0.1,Amazônia,2.4
NPP-375,RIO VERDE DE MATO GROSSO,MATO GROSSO DO SUL,4.0,0.0,Cerrado,22.8
NPP-375,NOVA SANTA HELENA,MATO GROSSO,8.0,0.0,Amazônia,9.0
NPP-375,MARCELÂNDIA,MATO GROSSO,28.0,0.0,Amazônia,3.8
NPP-375,TANGARÁ DA SERRA,MATO GROSSO,2.0,0.06,Cerrado,10.0
NPP-375,RECURSOLÂNDIA,TOCANTINS,26.0,0.0,Cerrado,8.2
NPP-375,RIBEIRO GONÇALVES,PIAUÍ,17.0,0.0,Cerrado,4.0
NPP-375,DOM ELISEU,PARÁ,7.0,5.71,Amazônia,6.5
NPP-375,TUTÓIA,MARANHÃO,6.0,0.75,Cerrado,5.8
NOAA-20,NOVO HAMBURGO,RIO GRANDE DO SUL,3.0,0.0,Pampa,3.4
NOAA-20,RIO VERDE,GOIÁS,2.0,0.0,Cerrado,5.1
NOAA-20,PRESIDENTE BERNARDES,SÃO PAULO,3.0,0.0,Mata Atlântica,3.4
NOAA-20,NOVA MARINGÁ,MATO GROSSO,3.0,0.0,Amazônia,11.3
NOAA-20,MATEIROS,TOCANTINS,30.0,0.0,Cerrado,61.1
NOAA-20,TANGARÁ DA SERRA,MATO GROSSO,2.0,0.0,Cerrado,3.1
NOAA-20,MATEIROS,TOCANTINS,30.0,0.0,Cerrado,15.3
NOAA-20,SANTA RITA DO TRIVELATO,MATO GROSSO,3.0,0.0,Cerrado,11.1
NOAA-20,ARIPUANÃ,MATO GROSSO,2.0,0.0,Amazônia,3.1
NOAA-20,NOVA MARINGÁ,MATO GROSSO,3.0,0.0,Amazônia,9.8
NOAA-20,SAPEZAL,MATO GROSSO,2.0,0.4,Cerrado,3.9
NOAA-20,SANTA RITA DO TRIVELATO,MATO GROSSO,3.0,0.0,Cerrado,12.3
NOAA-20,MARCELÂNDIA,MATO GROSSO,25.0,0.0,Amazônia,9.0
NOAA-20,SANTA RITA DO TRIVELATO,MATO GROSSO,3.0,0.0,Cerrado,14.4
NOAA-20,GOIANÉSIA DO PARÁ,PARÁ,3.0,0.0,Amazônia,6.1
NOAA-21,CACOAL,RONDÔNIA,3.0,0.0,Amazônia,1.9
NOAA-21,MANICORÉ,AMAZONAS,3.0,0.0,Amazônia,8.1
AQUA_M-T,SÃO JOSÉ DO RIO CLARO,MATO GROSSO,2.0,0.0,Cerrado,11.8
AQUA_M-T,PORTO VELHO,RONDÔNIA,3.0,0.0,Amazônia,9.0
GOES-19,GRAJAÚ,MARANHÃO,10.0,0.0,Cerrado,149.3
GOES-19,SANTA CARMEM,MATO GROSSO,20.0,0.0,Amazônia,82.0
GOES-19,MINAS NOVAS,MINAS GERAIS,5.0,0.6,Cerrado,106.7
TERRA_M-M,XIQUE-XIQUE,BAHIA,32.0,0.0,Caatinga,16.5
NOAA-21,SANTO ANTÔNIO DOS LOPES,MARANHÃO,7.0,0.0,Cerrado,2.2
NOAA-21,GRAJAÚ,MARANHÃO,11.0,0.0,Cerrado,1.7
NOAA-21,LIZARDA,TOCANTINS,27.0,0.0,Cerrado,2.0
NOAA-21,MINAS NOVAS,MINAS GERAIS,6.0,0.55,Cerrado,4.9
NOAA-21,MINAS NOVAS,MINAS GERAIS,4.0,0.6,Cerrado,4.9
NOAA-21,MINAS NOVAS,MINAS GERAIS,16.0,0.52,Cerrado,13.7
NPP-375D,GRAJAÚ,MARANHÃO,11.0,0.0,Cerrado,2.2
NPP-375D,SANTA QUITÉRIA,CEARÁ,12.0,0.0,Caatinga,0.6
NPP-375D,JUARA,MATO GROSSO,7.0,0.56,Amazônia,1.5
NPP-375D,JUARA,MATO GROSSO,7.0,0.37,Amazônia,0.9
NPP-375D,FLORIANO,PIAUÍ,17.0,0.0,Caatinga,1.1
NPP-375D,ITUMBIARA,GOIÁS,3.0,0.0,Mata Atlântica,0.8
NPP-375D,ITAUEIRA,PIAUÍ,20.0,0.0,Caatinga,0.7
NPP-375D,MINAS NOVAS,MINAS GERAIS,13.0,0.6,Cerrado,14.6
NPP-375D,DOIS IRMÃOS DO TOCANTINS,TOCANTINS,31.0,0.0,Cerrado,1.2
NPP-375D,LAGOA DA CONFUSÃO,TOCANTINS,26.0,0.0,Cerrado,2.0
NPP-375D,LIZARDA,TOCANTINS,27.0,0.0,Cerrado,1.0
NPP-375D,BALSAS,MARANHÃO,25.0,0.0,Cerrado,1.0
NPP-375D,TRAIPU,ALAGOAS,11.0,1.28,Caatinga,1.4
NPP-375D,MARÍLIA,SÃO PAULO,4.0,0.0,Mata Atlântica,0.6
NPP-375D,ÁGUA BOA,MATO GROSSO,3.0,0.63,Cerrado,2.5
NPP-375D,PARANATINGA,MATO GROSSO,4.0,0.0,Amazônia,8.2
NOAA-20,JUAZEIRO,BAHIA,23.0,0.0,Caatinga,3.0
NOAA-20,BARÃO DE GRAJAÚ,MARANHÃO,22.0,0.0,Caatinga,7.5
NOAA-20,SAMBAÍBA,MARANHÃO,24.0,0.0,Cerrado,0.6
NOAA-20,SÃO DESIDÉRIO,BAHIA,30.0,0.0,Cerrado,0.7
NOAA-20,MIRACEMA DO TOCANTINS,TOCANTINS,31.0,0.0,Cerrado,0.7
NOAA-20,MARCELÂNDIA,MATO GROSSO,26.0,0.1,Amazônia,0.9
NOAA-20,LIZARDA,TOCANTINS,27.0,0.0,Cerrado,1.2
NOAA-20,MIRACEMA DO TOCANTINS,TOCANTINS,31.0,0.0,Cerrado,1.6
NOAA-20,FLORIANO,PIAUÍ,17.0,0.0,Caatinga,0.9
NOAA-20,BENEDITO LEITE,MARANHÃO,21.0,0.0,Cerrado,0.8
